Date,Store ID,Product ID,Demand,Sales_Qty,Missed_Qty,Ordered_Qty,Inventory_Level,Revenue,COGS,Cash_Purchase,OpEx_Holding,OpEx_Order,Cost_Stockout,Daily_Net_Profit,Seasonality,Promotion
2024-01-18,S002,P0005,37,37.0,0.0,0,138.0,3191.805,2234.2634999999996,0.0,5.707670547945203,0.0,0.0,3186.0973294520545,Winter,0
2024-01-19,S002,P0005,115,115.0,0.0,96,71.0,9920.475,6944.3324999999995,5797.008,2.9365551369863003,80.0,0.0,4040.530444863014,Winter,1
2024-01-20,S002,P0005,199,71.0,128.0,96,0.0,6124.815,4287.370499999999,5797.008,0.0,80.0,9937.728000000003,-9689.921000000002,Winter,1
2024-01-21,S002,P0005,88,88.0,0.0,96,8.0,7591.32,5313.923999999999,5797.008,0.3308794520547944,80.0,0.0,1713.9811205479455,Winter,1
2024-01-22,S002,P0005,79,79.0,0.0,144,25.0,6814.935,4770.4545,8695.511999999999,1.0339982876712326,80.0,0.0,-1961.6109982876687,Winter,0
2024-01-23,S002,P0005,95,95.0,0.0,0,26.0,8195.175,5736.6224999999995,0.0,1.075358219178082,0.0,0.0,8194.099641780822,Winter,0
2024-01-24,S002,P0005,77,77.0,0.0,96,93.0,6642.405,4649.683499999999,5797.008,3.846473630136985,80.0,0.0,761.5505263698633,Winter,1
2024-01-25,S002,P0005,133,93.0,40.0,192,0.0,8022.645,5615.8515,11594.016,0.0,80.0,3105.540000000001,-6756.911,Winter,0
2024-01-26,S002,P0005,175,96.0,79.0,48,0.0,8281.44,5797.008,2898.504,0.0,80.0,6133.441500000002,-830.5055000000011,Winter,1
2024-01-27,S002,P0005,132,132.0,0.0,48,60.0,11386.98,7970.8859999999995,2898.504,2.481595890410958,80.0,0.0,8405.994404109588,Winter,1
2024-01-28,S002,P0005,101,101.0,0.0,96,7.0,8712.765,6098.9355,5797.008,0.2895195205479451,80.0,0.0,2835.4674804794513,Winter,0
2024-01-29,S002,P0005,68,55.0,13.0,192,0.0,4744.575,3321.2024999999994,11594.016,0.0,80.0,1009.3005000000003,-7938.741500000001,Winter,0
2024-01-30,S002,P0005,138,96.0,42.0,48,0.0,8281.44,5797.008,2898.504,0.0,80.0,3260.817000000001,2042.1189999999997,Winter,0
2023-10-31,S002,P0006,108,108.0,0.0,54,215.46556886227546,6880.68,4816.476000000001,2408.2380000000003,6.581587653801985,40.0,0.0,4425.860412346198,Autumn,0
2023-11-01,S002,P0006,145,145.0,0.0,162,70.46556886227546,9237.95,6466.5650000000005,7224.714,2.1524335442129443,40.0,0.0,1971.083566455788,Autumn,0
2023-11-02,S002,P0006,163,124.46556886227546,38.53443113772454,0,0.0,7929.701392215569,5550.790974550899,0.0,0.0,0.0,2209.5257470059873,5720.1756452095815,Autumn,0
2023-11-03,S002,P0006,99,99.0,0.0,162,63.0,6307.29,4415.103,7224.714,1.9243910958904107,40.0,0.0,-959.3483910958903,Autumn,0
2023-11-04,S002,P0006,60,60.0,0.0,108,3.0,3822.6,2675.82,4816.476000000001,0.09163767123287671,40.0,0.0,-1033.9676376712337,Autumn,0
2023-11-05,S002,P0006,141,141.0,0.0,162,24.0,8983.11,6288.177000000001,7224.714,0.7331013698630137,40.0,0.0,1717.6628986301375,Autumn,0
2023-11-06,S002,P0006,87,87.0,0.0,0,45.0,5542.77,3879.9390000000003,0.0,1.3745650684931505,0.0,0.0,5541.395434931507,Autumn,0
2023-11-07,S002,P0006,137,137.0,0.0,0,70.0,8728.27,6109.789,0.0,2.138212328767123,0.0,0.0,8726.131787671233,Autumn,0
2023-11-08,S002,P0006,80,70.0,10.0,216,0.0,4459.7,3121.79,9632.952000000001,0.0,40.0,573.39,-5786.642000000001,Autumn,0
2023-11-09,S002,P0006,98,0.0,98.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5619.222,-5619.222,Autumn,1
2023-11-10,S002,P0006,105,105.0,0.0,0,111.0,6689.55,4682.685,0.0,3.3905938356164382,0.0,0.0,6686.159406164384,Autumn,1
2023-11-11,S002,P0006,127,111.0,16.0,216,0.0,7071.81,4950.267,9632.952000000001,0.0,40.0,917.424,-3518.566,Autumn,0
2023-11-12,S002,P0006,194,0.0,194.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11123.766,-11123.766,Autumn,1
2023-11-13,S002,P0006,176,176.0,0.0,0,40.0,11212.960000000001,7849.072,0.0,1.2218356164383561,0.0,0.0,11211.738164383563,Autumn,1
2023-11-14,S002,P0006,56,40.0,16.0,108,0.0,2548.4,1783.88,4816.476000000001,0.0,40.0,917.424,-3225.5000000000005,Autumn,0
2023-11-15,S002,P0006,70,0.0,70.0,216,0.0,0.0,0.0,9632.952000000001,0.0,40.0,4013.73,-13686.682,Autumn,1
2023-11-16,S002,P0006,91,91.0,0.0,54,17.0,5797.61,4058.327,2408.2380000000003,0.5192801369863014,40.0,0.0,3348.852719863013,Autumn,0
2023-11-17,S002,P0006,85,85.0,0.0,0,148.0,5415.35,3790.745,0.0,4.520791780821917,0.0,0.0,5410.829208219178,Autumn,1
2023-11-18,S002,P0006,88,88.0,0.0,216,114.0,5606.4800000000005,3924.536,9632.952000000001,3.4822315068493146,40.0,0.0,-4069.9542315068493,Autumn,1
2023-11-19,S002,P0006,100,100.0,0.0,54,14.0,6371.0,4459.7,2408.2380000000003,0.4276424657534246,40.0,0.0,3922.3343575342465,Autumn,0
2023-11-20,S002,P0006,164,164.0,0.0,0,66.0,10448.44,7313.908,0.0,2.0160287671232875,0.0,0.0,10446.423971232878,Autumn,0
2023-11-21,S002,P0006,84,84.0,0.0,216,36.0,5351.64,3746.148,9632.952000000001,1.0996520547945206,40.0,0.0,-4322.411652054795,Autumn,0
2023-11-22,S002,P0006,143,36.0,107.0,0,0.0,2293.56,1605.492,0.0,0.0,0.0,6135.273,-3841.713,Autumn,1
2023-11-23,S002,P0006,65,65.0,0.0,108,151.0,4141.15,2898.8050000000003,4816.476000000001,4.612429452054794,40.0,0.0,-719.938429452056,Autumn,0
2023-11-24,S002,P0006,74,74.0,0.0,162,77.0,4714.54,3300.178,7224.714,2.3520335616438355,40.0,0.0,-2552.526033561644,Autumn,0
2023-11-25,S002,P0006,133,133.0,0.0,54,52.0,8473.43,5931.401,2408.2380000000003,1.588386301369863,40.0,0.0,6023.6036136986295,Autumn,0
2023-11-26,S002,P0006,42,42.0,0.0,162,172.0,2675.82,1873.074,7224.714,5.253893150684931,40.0,0.0,-4594.1478931506845,Autumn,0
2023-11-27,S002,P0006,140,140.0,0.0,108,86.0,8919.4,6243.58,4816.476000000001,2.6269465753424655,40.0,0.0,4060.297053424657,Autumn,1
2023-11-28,S002,P0006,77,77.0,0.0,108,171.0,4905.67,3433.969,4816.476000000001,5.223347260273973,40.0,0.0,43.970652739725665,Autumn,1
2023-11-29,S002,P0006,69,69.0,0.0,54,210.0,4395.99,3077.193,2408.2380000000003,6.414636986301369,40.0,0.0,1941.337363013698,Autumn,0
2023-11-30,S002,P0006,73,73.0,0.0,54,245.0,4650.83,3255.581,2408.2380000000003,7.483743150684931,40.0,0.0,2195.108256849315,Autumn,0
2023-12-01,S002,P0006,124,124.0,0.0,108,175.0,7900.04,5530.028,4816.476000000001,5.345530821917808,40.0,0.0,3038.2184691780812,Winter,0
2023-12-02,S002,P0006,161,161.0,0.0,108,68.0,10257.31,7180.117,4816.476000000001,2.0771205479452055,40.0,0.0,5398.756879452054,Winter,0
2023-12-03,S002,P0006,137,137.0,0.0,0,39.0,8728.27,6109.789,0.0,1.1912897260273971,0.0,0.0,8727.078710273972,Winter,1
2023-12-04,S002,P0006,80,80.0,0.0,162,67.0,5096.8,3567.76,7224.714,2.0465746575342463,40.0,0.0,-2169.9605746575344,Winter,0
2023-12-05,S002,P0006,158,67.0,91.0,216,0.0,4268.57,2987.9990000000003,9632.952000000001,0.0,40.0,5217.849,-10622.231000000002,Winter,0
2023-12-06,S002,P0006,86,86.0,0.0,162,76.0,5479.06,3835.342,7224.714,2.3214876712328767,40.0,0.0,-1787.9754876712323,Winter,1
2023-12-07,S002,P0006,161,161.0,0.0,162,131.0,10257.31,7180.117,7224.714,4.001511643835616,40.0,0.0,2988.594488356164,Winter,1
2023-12-08,S002,P0006,176,176.0,0.0,162,117.0,11212.960000000001,7849.072,7224.714,3.5738691780821914,40.0,0.0,3944.6721308219185,Winter,1
2023-12-09,S002,P0006,146,146.0,0.0,162,133.0,9301.66,6511.162,7224.714,4.062603424657534,40.0,0.0,2032.883396575342,Winter,1
2023-12-10,S002,P0006,115,115.0,0.0,108,180.0,7326.650000000001,5128.655,4816.476000000001,5.498260273972602,40.0,0.0,2464.675739726027,Winter,0
2023-12-11,S002,P0006,125,125.0,0.0,108,217.0,7963.75,5574.625,4816.476000000001,6.628458219178081,40.0,0.0,3100.645541780821,Winter,0
2023-12-12,S002,P0006,100,100.0,0.0,162,225.0,6371.0,4459.7,7224.714,6.872825342465753,40.0,0.0,-900.586825342466,Winter,1
2023-12-13,S002,P0006,140,140.0,0.0,108,193.0,8919.4,6243.58,4816.476000000001,5.895356849315068,40.0,0.0,4057.028643150684,Winter,0
2023-12-14,S002,P0006,203,203.0,0.0,108,152.0,12933.130000000001,9053.191,4816.476000000001,4.642975342465753,40.0,0.0,8072.011024657535,Winter,0
2023-12-15,S002,P0006,255,255.0,0.0,162,5.0,16246.050000000001,11372.235,7224.714,0.15272945205479452,40.0,0.0,8981.183270547946,Winter,1
2023-12-16,S002,P0006,36,36.0,0.0,162,77.0,2293.56,1605.492,7224.714,2.3520335616438355,40.0,0.0,-4973.506033561644,Winter,0
2023-12-17,S002,P0006,148,148.0,0.0,162,91.0,9429.08,6600.356,7224.714,2.77967602739726,40.0,0.0,2161.586323972603,Winter,1
2023-12-18,S002,P0006,214,214.0,0.0,162,39.0,13633.94,9543.758,7224.714,1.1912897260273971,40.0,0.0,6368.034710273973,Winter,1
2023-12-19,S002,P0006,121,121.0,0.0,108,80.0,7708.91,5396.237,4816.476000000001,2.4436712328767123,40.0,0.0,2849.9903287671223,Winter,0
2023-12-20,S002,P0006,107,107.0,0.0,108,135.0,6816.97,4771.879,4816.476000000001,4.123695205479452,40.0,0.0,1956.37030479452,Winter,0
2023-12-21,S002,P0006,106,106.0,0.0,162,137.0,6753.26,4727.282,7224.714,4.184786986301369,40.0,0.0,-515.638786986301,Winter,1
2023-12-22,S002,P0006,40,40.0,0.0,108,205.0,2548.4,1783.88,4816.476000000001,6.261907534246575,40.0,0.0,-2314.337907534247,Winter,0
2023-12-23,S002,P0006,94,94.0,0.0,108,273.0,5988.74,4192.118,4816.476000000001,8.33902808219178,40.0,0.0,1123.9249719178079,Winter,0
2023-12-24,S002,P0006,90,90.0,0.0,108,291.0,5733.9,4013.73,4816.476000000001,8.88885410958904,40.0,0.0,868.5351458904097,Winter,0
2023-12-25,S002,P0006,142,142.0,0.0,108,257.0,9046.82,6332.774,4816.476000000001,7.850293835616438,40.0,0.0,4182.493706164382,Winter,0
2023-12-26,S002,P0006,97,97.0,0.0,108,268.0,6179.87,4325.909000000001,4816.476000000001,8.186298630136985,40.0,0.0,1315.2077013698627,Winter,0
2023-12-27,S002,P0006,139,139.0,0.0,108,237.0,8855.69,6198.983,4816.476000000001,7.23937602739726,40.0,0.0,3991.974623972603,Winter,0
2023-12-28,S002,P0006,81,81.0,0.0,108,264.0,5160.51,3612.357,4816.476000000001,8.06411506849315,40.0,0.0,295.9698849315064,Winter,0
2023-12-29,S002,P0006,76,76.0,0.0,108,296.0,4841.96,3389.3720000000003,4816.476000000001,9.041583561643835,40.0,0.0,-23.557583561644606,Winter,0
2023-12-30,S002,P0006,157,157.0,0.0,108,247.0,10002.47,7001.729,4816.476000000001,7.544834931506848,40.0,0.0,5138.449165068492,Winter,0
2023-12-31,S002,P0006,121,121.0,0.0,108,234.0,7708.91,5396.237,4816.476000000001,7.147738356164383,40.0,0.0,2845.286261643835,Winter,0
2024-01-01,S002,P0006,83,83.0,0.0,108,259.0,5287.93,3701.551,4816.476000000001,7.911385616438356,40.0,0.0,423.54261438356116,Winter,0
2024-01-02,S002,P0006,201,201.0,0.0,162,166.0,12805.710000000001,8963.997,7224.714,5.070617808219177,40.0,0.0,5535.925382191782,Winter,1
2024-01-03,S002,P0006,128,128.0,0.0,162,146.0,8154.88,5708.416,7224.714,4.4597,40.0,0.0,885.7062999999998,Winter,1
2024-01-04,S002,P0006,205,205.0,0.0,162,103.0,13060.55,9142.385,7224.714,3.146226712328767,40.0,0.0,5792.6897732876705,Winter,1
2024-01-05,S002,P0006,136,136.0,0.0,108,129.0,8664.56,6065.192,4816.476000000001,3.940419863013698,40.0,0.0,3804.1435801369853,Winter,0
2024-01-06,S002,P0006,102,102.0,0.0,108,189.0,6498.42,4548.894,4816.476000000001,5.7731732876712325,40.0,0.0,1636.1708267123286,Winter,0
2024-01-07,S002,P0006,103,103.0,0.0,108,194.0,6562.13,4593.491,4816.476000000001,5.925902739726027,40.0,0.0,1699.728097260274,Winter,0
2024-01-08,S002,P0006,195,195.0,0.0,162,107.0,12423.45,8696.415,7224.714,3.2684102739726026,40.0,0.0,5155.467589726029,Winter,1
2024-01-09,S002,P0006,138,138.0,0.0,108,77.0,8791.98,6154.386,4816.476000000001,2.3520335616438355,40.0,0.0,3933.151966438355,Winter,0
2024-01-10,S002,P0006,113,113.0,0.0,108,126.0,7199.2300000000005,5039.461,4816.476000000001,3.8487821917808214,40.0,0.0,2338.9052178082193,Winter,0
2024-01-11,S002,P0006,90,90.0,0.0,108,144.0,5733.9,4013.73,4816.476000000001,4.398608219178082,40.0,0.0,873.0253917808213,Winter,0
2024-01-12,S002,P0006,117,117.0,0.0,162,135.0,7454.07,5217.849,7224.714,4.123695205479452,40.0,0.0,185.23230479452013,Winter,1
2024-01-13,S002,P0006,85,85.0,0.0,108,158.0,5415.35,3790.745,4816.476000000001,4.826250684931506,40.0,0.0,554.0477493150684,Winter,0
2024-01-14,S002,P0006,113,113.0,0.0,108,207.0,7199.2300000000005,5039.461,4816.476000000001,6.322999315068492,40.0,0.0,2336.431000684932,Winter,0
2024-01-15,S002,P0006,103,103.0,0.0,108,212.0,6562.13,4593.491,4816.476000000001,6.475728767123287,40.0,0.0,1699.1782712328759,Winter,0
2024-01-16,S002,P0006,91,91.0,0.0,108,229.0,5797.61,4058.327,4816.476000000001,6.995008904109588,40.0,0.0,934.1389910958897,Winter,0
2024-01-17,S002,P0006,21,21.0,0.0,108,316.0,1337.91,936.537,4816.476000000001,9.652501369863012,40.0,0.0,-3528.2185013698636,Winter,0
2024-01-18,S002,P0006,72,72.0,0.0,108,352.0,4587.12,3210.984,4816.476000000001,10.752153424657534,40.0,0.0,-280.10815342465776,Winter,0
2024-01-19,S002,P0006,87,87.0,0.0,108,373.0,5542.77,3879.9390000000003,4816.476000000001,11.39361712328767,40.0,0.0,674.9003828767118,Winter,0
2024-01-20,S002,P0006,96,96.0,0.0,108,385.0,6116.16,4281.312,4816.476000000001,11.760167808219178,40.0,0.0,1247.92383219178,Winter,0
2024-01-21,S002,P0006,84,84.0,0.0,162,409.0,5351.64,3746.148,7224.714,12.49326917808219,40.0,0.0,-1925.567269178082,Winter,1
2024-01-22,S002,P0006,88,88.0,0.0,108,429.0,5606.4800000000005,3924.536,4816.476000000001,13.104186986301368,40.0,0.0,736.8998130136988,Winter,0
2024-01-23,S002,P0006,80,80.0,0.0,162,511.0,5096.8,3567.76,7224.714,15.608949999999998,40.0,0.0,-2183.5229499999996,Winter,1
2024-01-24,S002,P0006,165,165.0,0.0,162,454.0,10512.15,7358.505,7224.714,13.867834246575342,40.0,0.0,3233.568165753424,Winter,1
2024-01-25,S002,P0006,226,226.0,0.0,162,390.0,14398.460000000001,10078.922,7224.714,11.912897260273972,40.0,0.0,7121.833102739727,Winter,1
2024-01-26,S002,P0006,121,121.0,0.0,108,431.0,7708.91,5396.237,4816.476000000001,13.165278767123286,40.0,0.0,2839.2687212328756,Winter,0
2024-01-27,S002,P0006,167,167.0,0.0,108,426.0,10639.57,7447.6990000000005,4816.476000000001,13.012549315068492,40.0,0.0,5770.081450684931,Winter,0
2024-01-28,S002,P0006,167,167.0,0.0,162,367.0,10639.57,7447.6990000000005,7224.714,11.210341780821917,40.0,0.0,3363.6456582191777,Winter,1
2024-01-29,S002,P0006,100,100.0,0.0,108,375.0,6371.0,4459.7,4816.476000000001,11.454708904109587,40.0,0.0,1503.0692910958896,Winter,0
2024-01-30,S002,P0006,118,118.0,0.0,108,419.0,7517.78,5262.446,4816.476000000001,12.79872808219178,40.0,0.0,2648.5052719178075,Winter,0
2023-10-31,S002,P0007,76,76.0,0.0,47,200.2020958083832,1980.9399999999998,1386.6579999999997,857.5384999999998,2.5019091363505708,50.0,0.0,1070.8995908636493,Autumn,0
2023-11-01,S002,P0007,44,44.0,0.0,0,156.2020958083832,1146.86,802.8019999999998,0.0,1.9520447527889302,0.0,0.0,1144.907955247211,Autumn,0
2023-11-02,S002,P0007,109,109.0,0.0,139,94.2020958083832,2841.0849999999996,1988.7594999999997,2536.1244999999994,1.177235848679346,50.0,0.0,253.78326415132096,Autumn,0
2023-11-03,S002,P0007,87,87.0,0.0,93,7.202095808383206,2267.6549999999997,1587.3584999999996,1696.8314999999996,0.09000399936428423,50.0,0.0,520.733496000636,Autumn,0
2023-11-04,S002,P0007,162,146.2020958083832,15.797904191616794,93,0.0,3810.757627245508,2667.5303390718555,1696.8314999999996,0.0,50.0,370.59513547904265,1693.330991766466,Autumn,0
2023-11-05,S002,P0007,105,93.0,12.0,139,0.0,2424.0449999999996,1696.8314999999996,2536.1244999999994,0.0,50.0,281.50200000000007,-443.5814999999998,Autumn,1
2023-11-06,S002,P0007,57,57.0,0.0,93,36.0,1485.705,1039.9934999999998,1696.8314999999996,0.4498890410958876,50.0,0.0,-261.5763890410956,Autumn,0
2023-11-07,S002,P0007,225,175.0,50.0,0,0.0,4561.375,3192.962499999999,0.0,0.0,0.0,1172.9250000000002,3388.45,Autumn,1
2023-11-08,S002,P0007,76,76.0,0.0,185,17.0,1980.9399999999998,1386.6579999999997,3375.417499999999,0.2124476027397247,50.0,0.0,-1444.689947602739,Autumn,0
2023-11-09,S002,P0007,158,17.0,141.0,93,0.0,443.10499999999996,310.17349999999993,1696.8314999999996,0.0,50.0,3307.6485000000007,-4611.375000000001,Autumn,0
2023-11-10,S002,P0007,89,89.0,0.0,47,96.0,2319.785,1623.8494999999996,857.5384999999998,1.1997041095890337,50.0,0.0,1411.046795890411,Autumn,0
2023-11-11,S002,P0007,75,75.0,0.0,93,114.0,1954.8749999999998,1368.4124999999997,1696.8314999999996,1.4246486301369774,50.0,0.0,206.61885136986325,Autumn,0
2023-11-12,S002,P0007,132,132.0,0.0,0,29.0,3440.58,2408.4059999999995,0.0,0.3624106164383539,0.0,0.0,3440.2175893835615,Autumn,0
2023-11-13,S002,P0007,155,122.0,33.0,93,0.0,3179.93,2225.9509999999996,1696.8314999999996,0.0,50.0,774.1305000000001,658.9680000000003,Autumn,1
2023-11-14,S002,P0007,113,0.0,113.0,185,0.0,0.0,0.0,3375.417499999999,0.0,50.0,2650.8105000000005,-6076.227999999999,Autumn,0
2023-11-15,S002,P0007,93,93.0,0.0,47,0.0,2424.0449999999996,1696.8314999999996,857.5384999999998,0.0,50.0,0.0,1516.5065,Autumn,0
2023-11-16,S002,P0007,83,83.0,0.0,139,102.0,2163.395,1514.3764999999996,2536.1244999999994,1.2746856164383482,50.0,0.0,-424.004185616438,Autumn,1
2023-11-17,S002,P0007,89,89.0,0.0,0,60.0,2319.785,1623.8494999999996,0.0,0.749815068493146,0.0,0.0,2319.0351849315066,Autumn,1
2023-11-18,S002,P0007,167,167.0,0.0,139,32.0,4352.855,3046.9984999999992,2536.1244999999994,0.3999013698630112,50.0,0.0,1766.330598630137,Autumn,1
2023-11-19,S002,P0007,90,32.0,58.0,0,0.0,834.0799999999999,583.8559999999999,0.0,0.0,0.0,1360.5930000000003,-526.5130000000004,Autumn,0
2023-11-20,S002,P0007,118,118.0,0.0,185,21.0,3075.6699999999996,2152.9689999999996,3375.417499999999,0.26243527397260114,50.0,0.0,-350.00993527397213,Autumn,0
2023-11-21,S002,P0007,107,21.0,86.0,0,0.0,547.365,383.1554999999999,0.0,0.0,0.0,2017.4310000000003,-1470.0660000000003,Autumn,1
2023-11-22,S002,P0007,74,74.0,0.0,139,111.0,1928.81,1350.1669999999997,2536.1244999999994,1.3871578767123203,50.0,0.0,-658.701657876712,Autumn,1
2023-11-23,S002,P0007,136,111.0,25.0,0,0.0,2893.2149999999997,2025.2504999999996,0.0,0.0,0.0,586.4625000000001,2306.7524999999996,Autumn,1
2023-11-24,S002,P0007,118,118.0,0.0,185,21.0,3075.6699999999996,2152.9689999999996,3375.417499999999,0.26243527397260114,50.0,0.0,-350.00993527397213,Autumn,0
2023-11-25,S002,P0007,124,21.0,103.0,139,0.0,547.365,383.1554999999999,2536.1244999999994,0.0,50.0,2416.2255000000005,-4454.985000000001,Autumn,0
2023-11-26,S002,P0007,125,125.0,0.0,0,60.0,3258.1249999999995,2280.6874999999995,0.0,0.749815068493146,0.0,0.0,3257.3751849315063,Autumn,1
2023-11-27,S002,P0007,128,128.0,0.0,93,71.0,3336.3199999999997,2335.4239999999995,1696.8314999999996,0.8872811643835562,50.0,0.0,1588.6012188356167,Autumn,0
2023-11-28,S002,P0007,74,71.0,3.0,139,0.0,1850.6149999999998,1295.4304999999997,2536.1244999999994,0.0,50.0,70.37550000000002,-805.8849999999998,Autumn,0
2023-11-29,S002,P0007,88,88.0,0.0,93,5.0,2293.72,1605.6039999999996,1696.8314999999996,0.0624845890410955,50.0,0.0,546.8260154109591,Autumn,0
2023-11-30,S002,P0007,71,71.0,0.0,93,73.0,1850.6149999999998,1295.4304999999997,1696.8314999999996,0.9122749999999944,50.0,0.0,102.87122500000032,Autumn,0
2023-12-01,S002,P0007,50,50.0,0.0,0,116.0,1303.25,912.2749999999999,0.0,1.4496424657534157,0.0,0.0,1301.8003575342466,Winter,0
2023-12-02,S002,P0007,149,149.0,0.0,0,60.0,3883.6849999999995,2718.5794999999994,0.0,0.749815068493146,0.0,0.0,3882.9351849315062,Winter,1
2023-12-03,S002,P0007,58,58.0,0.0,185,2.0,1511.77,1058.2389999999998,3375.417499999999,0.0249938356164382,50.0,0.0,-1913.6724938356156,Winter,0
2023-12-04,S002,P0007,151,2.0,149.0,185,0.0,52.129999999999995,36.49099999999999,3375.417499999999,0.0,50.0,3495.316500000001,-6868.604,Winter,0
2023-12-05,S002,P0007,44,44.0,0.0,0,141.0,1146.86,802.8019999999998,0.0,1.7620654109588931,0.0,0.0,1145.097934589041,Winter,0
2023-12-06,S002,P0007,135,135.0,0.0,47,191.0,3518.7749999999996,2463.1424999999995,857.5384999999998,2.386911301369848,50.0,0.0,2608.84958869863,Winter,1
2023-12-07,S002,P0007,112,112.0,0.0,93,79.0,2919.2799999999997,2043.4959999999996,1696.8314999999996,0.987256506849309,50.0,0.0,1171.461243493151,Winter,1
2023-12-08,S002,P0007,105,105.0,0.0,139,21.0,2736.825,1915.7774999999997,2536.1244999999994,0.26243527397260114,50.0,0.0,150.43806472602773,Winter,0
2023-12-09,S002,P0007,53,53.0,0.0,0,61.0,1381.445,967.0114999999998,0.0,0.7623119863013651,0.0,0.0,1380.6826880136987,Winter,0
2023-12-10,S002,P0007,132,132.0,0.0,93,68.0,3440.58,2408.4059999999995,1696.8314999999996,0.8497904109588988,50.0,0.0,1692.8987095890416,Winter,1
2023-12-11,S002,P0007,131,68.0,63.0,185,0.0,1772.4199999999998,1240.6939999999997,3375.417499999999,0.0,50.0,1477.8855000000003,-3130.883,Winter,1
2023-12-12,S002,P0007,59,59.0,0.0,0,34.0,1537.8349999999998,1076.4844999999998,0.0,0.4248952054794494,0.0,0.0,1537.4101047945203,Winter,0
2023-12-13,S002,P0007,113,113.0,0.0,139,106.0,2945.345,2061.7414999999996,2536.1244999999994,1.3246732876712246,50.0,0.0,357.8958267123289,Winter,0
2023-12-14,S002,P0007,38,38.0,0.0,0,68.0,990.4699999999999,693.3289999999998,0.0,0.8497904109588988,0.0,0.0,989.620209589041,Winter,0
2023-12-15,S002,P0007,105,105.0,0.0,0,102.0,2736.825,1915.7774999999997,0.0,1.2746856164383482,0.0,0.0,2735.5503143835613,Winter,1
2023-12-16,S002,P0007,105,102.0,3.0,185,0.0,2658.6299999999997,1861.0409999999997,3375.417499999999,0.0,50.0,70.37550000000002,-837.1629999999996,Winter,1
2023-12-17,S002,P0007,100,0.0,100.0,185,0.0,0.0,0.0,3375.417499999999,0.0,50.0,2345.8500000000004,-5771.2675,Winter,0
2023-12-18,S002,P0007,173,173.0,0.0,0,12.0,4509.245,3156.471499999999,0.0,0.14996301369862922,0.0,0.0,4509.095036986301,Winter,0
2023-12-19,S002,P0007,75,75.0,0.0,93,122.0,1954.8749999999998,1368.4124999999997,1696.8314999999996,1.5246239726027302,50.0,0.0,206.51887602739748,Winter,1
2023-12-20,S002,P0007,57,57.0,0.0,139,65.0,1485.705,1039.9934999999998,2536.1244999999994,0.8122996575342416,50.0,0.0,-1101.2317996575339,Winter,0
2023-12-21,S002,P0007,63,63.0,0.0,0,95.0,1642.0949999999998,1149.4664999999998,0.0,1.1872071917808145,0.0,0.0,1640.907792808219,Winter,0
2023-12-22,S002,P0007,42,42.0,0.0,139,192.0,1094.73,766.3109999999998,2536.1244999999994,2.3994082191780675,50.0,0.0,-1493.7939082191774,Winter,0
2023-12-23,S002,P0007,133,133.0,0.0,47,59.0,3466.6449999999995,2426.6514999999995,857.5384999999998,0.7373181506849269,50.0,0.0,2558.369181849315,Winter,1
2023-12-24,S002,P0007,126,126.0,0.0,0,72.0,3284.1899999999996,2298.9329999999995,0.0,0.8997780821917752,0.0,0.0,3283.2902219178077,Winter,1
2023-12-25,S002,P0007,92,92.0,0.0,185,27.0,2397.9799999999996,1678.5859999999996,3375.417499999999,0.33741678082191573,50.0,0.0,-1027.7749167808215,Winter,0
2023-12-26,S002,P0007,76,27.0,49.0,139,0.0,703.7549999999999,492.6284999999999,2536.1244999999994,0.0,50.0,1149.4665000000002,-3031.8359999999993,Winter,0
2023-12-27,S002,P0007,20,20.0,0.0,0,165.0,521.3,364.9099999999999,0.0,2.0619914383561517,0.0,0.0,519.2380085616438,Winter,0
2023-12-28,S002,P0007,19,19.0,0.0,0,285.0,495.23499999999996,346.6644999999999,0.0,3.5616215753424436,0.0,0.0,491.6733784246575,Winter,0
2023-12-29,S002,P0007,16,16.0,0.0,0,269.0,417.03999999999996,291.92799999999994,0.0,3.361670890410938,0.0,0.0,413.678329109589,Winter,0
2023-12-30,S002,P0007,9,9.0,0.0,0,260.0,234.58499999999998,164.20949999999996,0.0,3.2491986301369664,0.0,0.0,231.33580136986302,Winter,0
2023-12-31,S002,P0007,30,30.0,0.0,0,230.0,781.9499999999999,547.3649999999999,0.0,2.8742910958903933,0.0,0.0,779.0757089041095,Winter,0
2024-01-01,S002,P0007,36,36.0,0.0,93,194.0,938.3399999999999,656.8379999999999,1696.8314999999996,2.4244020547945055,50.0,0.0,-810.9159020547941,Winter,1
2024-01-02,S002,P0007,32,32.0,0.0,0,162.0,834.0799999999999,583.8559999999999,0.0,2.0245006849314944,0.0,0.0,832.0554993150685,Winter,0
2024-01-03,S002,P0007,61,61.0,0.0,0,194.0,1589.965,1112.9754999999998,0.0,2.4244020547945055,0.0,0.0,1587.5405979452055,Winter,1
2024-01-04,S002,P0007,62,62.0,0.0,93,132.0,1616.0299999999997,1131.2209999999998,1696.8314999999996,1.6495931506849213,50.0,0.0,-132.45109315068476,Winter,1
