Date,Store ID,Product ID,Actual_Demand,Sales_Qty,Missed_Qty,Ordered_Qty,Inventory_Level,Revenue,COGS,Cash_Purchase,OpEx_Holding,OpEx_Order,Cost_Stockout,Daily_Net_Profit
2023-12-14,S001,P0010,79,72.0,7.0,72,0.0,8522.64,5965.848,5965.848,0.0,50.0,745.7310000000003,1761.0609999999988
2023-12-15,S001,P0010,111,108.0,3.0,72,0.0,12783.960000000001,8948.771999999999,5965.848,0.0,50.0,319.59900000000016,6448.513000000001
2023-12-16,S001,P0010,42,42.0,0.0,72,30.0,4971.54,3480.078,5965.848,1.7025821917808188,50.0,0.0,-1046.0105821917805
2023-12-17,S001,P0010,105,102.0,3.0,72,0.0,12073.74,8451.617999999999,5965.848,0.0,50.0,319.59900000000016,5738.293
2023-12-18,S001,P0010,68,68.0,0.0,72,4.0,8049.16,5634.411999999999,5965.848,0.2270109589041092,50.0,0.0,2033.0849890410955
2023-12-19,S001,P0010,85,76.0,9.0,108,0.0,8996.12,6297.284,8948.771999999999,0.0,50.0,958.7970000000004,-961.4489999999987
2023-12-20,S001,P0010,110,72.0,38.0,72,0.0,8522.64,5965.848,5965.848,0.0,50.0,4048.2540000000017,-1541.4620000000032
2023-12-21,S001,P0010,104,104.0,0.0,72,4.0,12310.48,8617.336,5965.848,0.2270109589041092,50.0,0.0,6294.404989041095
2023-12-22,S001,P0010,84,76.0,8.0,108,0.0,8996.12,6297.284,8948.771999999999,0.0,50.0,852.2640000000004,-854.9159999999993
2023-12-23,S001,P0010,60,60.0,0.0,72,12.0,7102.200000000001,4971.54,5965.848,0.6810328767123276,50.0,0.0,1085.6709671232884
2023-12-24,S001,P0010,81,81.0,0.0,72,39.0,9587.970000000001,6711.579,5965.848,2.2133568493150646,50.0,0.0,3569.9086431506857
2023-12-25,S001,P0010,82,82.0,0.0,72,29.0,9706.34,6794.437999999999,5965.848,1.6458294520547916,50.0,0.0,3688.846170547946
2023-12-26,S001,P0010,73,73.0,0.0,72,28.0,8641.01,6048.706999999999,5965.848,1.5890767123287644,50.0,0.0,2623.572923287671
2023-12-27,S001,P0010,45,45.0,0.0,72,55.0,5326.650000000001,3728.6549999999997,5965.848,3.1214006849315012,50.0,0.0,-692.3194006849308
2023-12-28,S001,P0010,29,29.0,0.0,72,98.0,3432.73,2402.911,5965.848,5.561768493150675,50.0,0.0,-2588.6797684931503
2023-12-29,S001,P0010,20,20.0,0.0,0,150.0,2367.4,1657.1799999999998,0.0,8.512910958904095,0.0,0.0,2358.887089041096
2023-12-30,S001,P0010,23,23.0,0.0,0,199.0,2722.51,1905.7569999999998,0.0,11.293795205479432,0.0,0.0,2711.2162047945208
2023-12-31,S001,P0010,58,58.0,0.0,72,141.0,6865.46,4805.822,5965.848,8.002136301369848,50.0,0.0,841.6098636986299
2024-01-01,S001,P0010,64,64.0,0.0,0,77.0,7575.68,5302.976,0.0,4.369960958904102,0.0,0.0,7571.310039041096
2024-01-02,S001,P0010,34,34.0,0.0,108,115.0,4024.58,2817.2059999999997,8948.771999999999,6.526565068493139,50.0,0.0,-4980.718565068491
2024-01-03,S001,P0010,31,31.0,0.0,0,84.0,3669.4700000000003,2568.629,0.0,4.767230136986293,0.0,0.0,3664.702769863014
2024-01-04,S001,P0010,37,37.0,0.0,72,155.0,4379.6900000000005,3065.783,5965.848,8.796674657534231,50.0,0.0,-1644.9546746575334
2024-01-05,S001,P0010,57,57.0,0.0,0,98.0,6747.09,4722.963,0.0,5.561768493150675,0.0,0.0,6741.52823150685
2024-01-06,S001,P0010,24,24.0,0.0,72,146.0,2840.88,1988.616,5965.848,8.285899999999986,50.0,0.0,-3183.2538999999997
2024-01-07,S001,P0010,43,43.0,0.0,0,103.0,5089.91,3562.937,0.0,5.845532191780811,0.0,0.0,5084.064467808219
2024-01-08,S001,P0010,24,24.0,0.0,72,151.0,2840.88,1988.616,5965.848,8.569663698630121,50.0,0.0,-3183.5376636986302
2024-01-09,S001,P0010,63,63.0,0.0,0,88.0,7457.31,5220.116999999999,0.0,4.994241095890402,0.0,0.0,7452.31575890411
2024-01-10,S001,P0010,59,59.0,0.0,72,101.0,6983.83,4888.681,5965.848,5.732026712328757,50.0,0.0,962.2499732876713
2024-01-11,S001,P0010,43,43.0,0.0,72,58.0,5089.91,3562.937,5965.848,3.291658904109583,50.0,0.0,-929.2296589041098
2024-01-12,S001,P0010,76,76.0,0.0,0,54.0,8996.12,6297.284,0.0,3.0646479452054742,0.0,0.0,8993.055352054795
2024-01-13,S001,P0010,96,96.0,0.0,144,30.0,11363.52,7954.464,11931.696,1.7025821917808188,50.0,0.0,-619.8785821917809
2024-01-14,S001,P0010,46,30.0,16.0,72,0.0,3551.1000000000004,2485.77,5965.848,0.0,50.0,1704.5280000000007,-4169.276
2024-01-15,S001,P0010,77,77.0,0.0,0,67.0,9114.49,6380.143,0.0,3.802433561643829,0.0,0.0,9110.687566438355
2024-01-16,S001,P0010,66,66.0,0.0,72,73.0,7812.42,5468.6939999999995,5965.848,4.142949999999993,50.0,0.0,1792.4290499999997
2024-01-17,S001,P0010,94,73.0,21.0,108,0.0,8641.01,6048.706999999999,8948.771999999999,0.0,50.0,2237.193000000001,-2594.955
2024-01-18,S001,P0010,71,71.0,0.0,72,1.0,8404.27,5882.989,5965.848,0.0567527397260273,50.0,0.0,2388.3652472602744
2024-01-19,S001,P0010,31,31.0,0.0,72,78.0,3669.4700000000003,2568.629,5965.848,4.426713698630129,50.0,0.0,-2350.8047136986297
2024-01-20,S001,P0010,92,92.0,0.0,0,58.0,10890.04,7623.027999999999,0.0,3.291658904109583,0.0,0.0,10886.748341095892
2024-01-21,S001,P0010,69,69.0,0.0,72,61.0,8167.530000000001,5717.271,5965.848,3.461917123287665,50.0,0.0,2148.2200828767127
2024-01-22,S001,P0010,89,61.0,28.0,72,0.0,7220.570000000001,5054.398999999999,5965.848,0.0,50.0,2982.9240000000013,-1778.2020000000002
2024-01-23,S001,P0010,74,72.0,2.0,72,0.0,8522.64,5965.848,5965.848,0.0,50.0,213.0660000000001,2293.7259999999997
2024-01-24,S001,P0010,149,72.0,77.0,72,0.0,8522.64,5965.848,5965.848,0.0,50.0,8203.041000000003,-5696.249000000003
2024-01-25,S001,P0010,79,72.0,7.0,72,0.0,8522.64,5965.848,5965.848,0.0,50.0,745.7310000000003,1761.0609999999988
2024-01-26,S001,P0010,91,72.0,19.0,72,0.0,8522.64,5965.848,5965.848,0.0,50.0,2024.1270000000009,482.66499999999905
2024-01-27,S001,P0010,68,68.0,0.0,72,4.0,8049.16,5634.411999999999,5965.848,0.2270109589041092,50.0,0.0,2033.0849890410955
2024-01-28,S001,P0010,82,76.0,6.0,108,0.0,8996.12,6297.284,8948.771999999999,0.0,50.0,639.1980000000003,-641.8499999999985
2024-01-29,S001,P0010,68,68.0,0.0,72,4.0,8049.16,5634.411999999999,5965.848,0.2270109589041092,50.0,0.0,2033.0849890410955
2024-01-30,S001,P0010,69,69.0,0.0,72,43.0,8167.530000000001,5717.271,5965.848,2.440367808219174,50.0,0.0,2149.2416321917817
2023-10-31,S001,P0011,53,53.0,0.0,0,169.44461077844312,7994.52,5596.164,0.0,12.254327097859063,0.0,0.0,7982.265672902141
2023-11-01,S001,P0011,39,39.0,0.0,74,130.44461077844312,5882.76,4117.932,7813.512,9.433825727996053,50.0,0.0,-1990.1858257279955
2023-11-02,S001,P0011,71,71.0,0.0,74,59.44461077844312,10709.64,7496.748,7813.512,4.299066823886469,50.0,0.0,2841.8289331761134
2023-11-03,S001,P0011,64,64.0,0.0,74,69.44461077844312,9653.76,6757.632,7813.512,5.022272303338523,50.0,0.0,1785.225727696662
2023-11-04,S001,P0011,29,29.0,0.0,0,114.44461077844312,4374.36,3062.0519999999997,0.0,8.276696960872766,0.0,0.0,4366.083303039127
2023-11-05,S001,P0011,71,71.0,0.0,74,117.44461077844312,10709.64,7496.748,7813.512,8.493658604708383,50.0,0.0,2837.634341395291
2023-11-06,S001,P0011,78,78.0,0.0,74,39.44461077844312,11765.52,8235.864,7813.512,2.8526558649823612,50.0,0.0,3899.155344135018
2023-11-07,S001,P0011,78,78.0,0.0,74,35.44461077844312,11765.52,8235.864,7813.512,2.5633736732015397,50.0,0.0,3899.444626326799
2023-11-08,S001,P0011,82,82.0,0.0,74,27.44461077844312,12368.880000000001,8658.216,7813.512,1.9848092896398966,50.0,0.0,4503.383190710361
2023-11-09,S001,P0011,77,77.0,0.0,74,24.44461077844312,11614.68,8130.276,7813.512,1.7678476458042804,50.0,0.0,3749.4001523541965
2023-11-10,S001,P0011,36,36.0,0.0,74,62.44461077844312,5430.24,3801.1679999999997,7813.512,4.516028467722085,50.0,0.0,-2437.788028467722
2023-11-11,S001,P0011,108,108.0,0.0,0,28.44461077844312,16290.720000000001,11403.503999999999,0.0,2.057129837585102,0.0,0.0,16288.662870162416
2023-11-12,S001,P0011,74,74.0,0.0,148,28.44461077844312,11162.16,7813.512,15627.024,2.057129837585102,50.0,0.0,-4516.921129837585
2023-11-13,S001,P0011,96,28.44461077844312,67.55538922155688,74,0.0,4290.585089820361,3003.409562874252,7813.512,0.0,50.0,9171.049419161678,-12743.976329341316
2023-11-14,S001,P0011,43,43.0,0.0,0,105.0,6486.12,4540.284,0.0,7.593657534246567,0.0,0.0,6478.526342465753
2023-11-15,S001,P0011,69,69.0,0.0,74,110.0,10407.960000000001,7285.571999999999,7813.512,7.955260273972594,50.0,0.0,2536.492739726029
2023-11-16,S001,P0011,85,85.0,0.0,74,25.0,12821.4,8974.98,7813.512,1.808013698630135,50.0,0.0,4956.07998630137
2023-11-17,S001,P0011,119,99.0,20.0,74,0.0,14933.16,10453.212,7813.512,0.0,50.0,2715.120000000001,4354.527999999998
2023-11-18,S001,P0011,116,74.0,42.0,148,0.0,11162.16,7813.512,15627.024,0.0,50.0,5701.752000000001,-10216.616000000002
2023-11-19,S001,P0011,83,74.0,9.0,0,0.0,11162.16,7813.512,0.0,0.0,0.0,1221.8040000000003,9940.356
2023-11-20,S001,P0011,46,46.0,0.0,148,102.0,6938.64,4857.048,15627.024,7.376695890410951,50.0,0.0,-8745.76069589041
2023-11-21,S001,P0011,88,88.0,0.0,0,14.0,13273.92,9291.743999999999,0.0,1.0124876712328756,0.0,0.0,13272.907512328768
2023-11-22,S001,P0011,41,41.0,0.0,148,121.0,6184.4400000000005,4329.108,15627.024,8.750786301369853,50.0,0.0,-9501.33478630137
2023-11-23,S001,P0011,43,43.0,0.0,0,78.0,6486.12,4540.284,0.0,5.641002739726021,0.0,0.0,6480.478997260274
2023-11-24,S001,P0011,114,114.0,0.0,0,112.0,17195.760000000002,12037.032,0.0,8.099901369863005,0.0,0.0,17187.66009863014
2023-11-25,S001,P0011,65,65.0,0.0,111,47.0,9804.6,6863.219999999999,11720.268,3.3990657534246536,50.0,0.0,-1969.0670657534247
2023-11-26,S001,P0011,75,47.0,28.0,148,0.0,7089.4800000000005,4962.6359999999995,15627.024,0.0,50.0,3801.1680000000006,-12388.712
2023-11-27,S001,P0011,103,103.0,0.0,0,8.0,15536.52,10875.563999999998,0.0,0.5785643835616432,0.0,0.0,15535.941435616438
2023-11-28,S001,P0011,71,71.0,0.0,148,85.0,10709.64,7496.748,15627.024,6.147246575342459,50.0,0.0,-4973.531246575343
2023-11-29,S001,P0011,105,85.0,20.0,0,0.0,12821.4,8974.98,0.0,0.0,0.0,2715.120000000001,10106.279999999999
2023-11-30,S001,P0011,101,101.0,0.0,148,47.0,15234.84,10664.387999999999,15627.024,3.3990657534246536,50.0,0.0,-445.5830657534243
2023-12-01,S001,P0011,151,47.0,104.0,74,0.0,7089.4800000000005,4962.6359999999995,7813.512,0.0,50.0,14118.624000000003,-14892.656000000003
2023-12-02,S001,P0011,78,78.0,0.0,0,70.0,11765.52,8235.864,0.0,5.062438356164378,0.0,0.0,11760.457561643836
2023-12-03,S001,P0011,75,75.0,0.0,148,69.0,11313.0,7919.099999999999,15627.024,4.990117808219172,50.0,0.0,-4369.014117808219
2023-12-04,S001,P0011,124,69.0,55.0,0,0.0,10407.960000000001,7285.571999999999,0.0,0.0,0.0,7466.580000000002,2941.379999999999
2023-12-05,S001,P0011,61,61.0,0.0,148,87.0,9201.24,6440.8679999999995,15627.024,6.291887671232869,50.0,0.0,-6482.075887671232
2023-12-06,S001,P0011,136,87.0,49.0,0,0.0,13123.08,9186.155999999999,0.0,0.0,0.0,6652.044000000002,6471.035999999998
2023-12-07,S001,P0011,120,120.0,0.0,148,28.0,18100.8,12670.56,15627.024,2.0249753424657513,50.0,0.0,2421.751024657535
2023-12-08,S001,P0011,51,28.0,23.0,74,0.0,4223.52,2956.464,7813.512,0.0,50.0,3122.388000000001,-6762.380000000001
2023-12-09,S001,P0011,82,82.0,0.0,0,66.0,12368.880000000001,8658.216,0.0,4.773156164383557,0.0,0.0,12364.106843835618
2023-12-10,S001,P0011,79,79.0,0.0,148,61.0,11916.36,8341.452,15627.024,4.411553424657529,50.0,0.0,-3765.0755534246564
2023-12-11,S001,P0011,92,61.0,31.0,0,0.0,9201.24,6440.8679999999995,0.0,0.0,0.0,4208.436000000001,4992.803999999999
2023-12-12,S001,P0011,85,85.0,0.0,148,63.0,12821.4,8974.98,15627.024,4.55619452054794,50.0,0.0,-2860.180194520548
2023-12-13,S001,P0011,75,63.0,12.0,0,0.0,9502.92,6652.044,0.0,0.0,0.0,1629.0720000000003,7873.848
2023-12-14,S001,P0011,44,44.0,0.0,148,104.0,6636.96,4645.871999999999,15627.024,7.521336986301361,50.0,0.0,-9047.5853369863
2023-12-15,S001,P0011,42,42.0,0.0,0,62.0,6335.28,4434.696,0.0,4.483873972602734,0.0,0.0,6330.796126027397
2023-12-16,S001,P0011,66,66.0,0.0,0,144.0,9955.44,6968.808,0.0,10.414158904109577,0.0,0.0,9945.02584109589
2023-12-17,S001,P0011,93,93.0,0.0,148,51.0,14028.12,9819.684,15627.024,3.6883479452054755,50.0,0.0,-1652.592347945205
2023-12-18,S001,P0011,85,51.0,34.0,74,0.0,7692.84,5384.987999999999,7813.512,0.0,50.0,4615.704000000001,-4786.376
2023-12-19,S001,P0011,92,92.0,0.0,0,56.0,13877.28,9714.096,0.0,4.049950684931503,0.0,0.0,13873.230049315069
2023-12-20,S001,P0011,71,71.0,0.0,74,59.0,10709.64,7496.748,7813.512,4.266912328767119,50.0,0.0,2841.861087671233
2023-12-21,S001,P0011,74,59.0,15.0,74,0.0,8899.56,6229.692,7813.512,0.0,50.0,2036.3400000000004,-1000.2920000000013
2023-12-22,S001,P0011,116,74.0,42.0,148,0.0,11162.16,7813.512,15627.024,0.0,50.0,5701.752000000001,-10216.616000000002
2023-12-23,S001,P0011,58,58.0,0.0,0,16.0,8748.72,6124.103999999999,0.0,1.1571287671232864,0.0,0.0,8747.562871232876
2023-12-24,S001,P0011,75,75.0,0.0,74,89.0,11313.0,7919.099999999999,7813.512,6.4365287671232805,50.0,0.0,3443.051471232877
2023-12-25,S001,P0011,59,59.0,0.0,148,30.0,8899.56,6229.692,15627.024,2.169616438356162,50.0,0.0,-6779.633616438356
2023-12-26,S001,P0011,71,71.0,0.0,0,33.0,10709.64,7496.748,0.0,2.3865780821917784,0.0,0.0,10707.253421917807
2023-12-27,S001,P0011,19,19.0,0.0,74,162.0,2865.96,2006.1719999999998,7813.512,11.715928767123275,50.0,0.0,-5009.267928767123
2023-12-28,S001,P0011,66,66.0,0.0,0,96.0,9955.44,6968.808,0.0,6.942772602739718,0.0,0.0,9948.497227397262
2023-12-29,S001,P0011,59,59.0,0.0,74,111.0,8899.56,6229.692,7813.512,8.0275808219178,50.0,0.0,1028.0204191780822
2023-12-30,S001,P0011,28,28.0,0.0,74,83.0,4223.52,2956.464,7813.512,6.002605479452048,50.0,0.0,-3645.994605479451
2023-12-31,S001,P0011,25,25.0,0.0,0,132.0,3771.0,2639.7,0.0,9.546312328767113,0.0,0.0,3761.4536876712327
2024-01-01,S001,P0011,31,31.0,0.0,74,175.0,4676.04,3273.2279999999996,7813.512,12.656095890410946,50.0,0.0,-3200.128095890411
2024-01-02,S001,P0011,39,39.0,0.0,0,136.0,5882.76,4117.932,0.0,9.835594520547934,0.0,0.0,5872.924405479453
2024-01-03,S001,P0011,23,23.0,0.0,0,187.0,3469.32,2428.524,0.0,13.523942465753409,0.0,0.0,3455.7960575342468
2024-01-04,S001,P0011,46,46.0,0.0,74,141.0,6938.64,4857.048,7813.512,10.197197260273962,50.0,0.0,-935.0691972602735
2024-01-05,S001,P0011,63,63.0,0.0,0,78.0,9502.92,6652.044,0.0,5.641002739726021,0.0,0.0,9497.278997260273
2024-01-06,S001,P0011,35,35.0,0.0,148,117.0,5279.400000000001,3695.58,15627.024,8.46150410958903,50.0,0.0,-10406.08550410959
2024-01-07,S001,P0011,18,18.0,0.0,0,99.0,2715.12,1900.5839999999998,0.0,7.159734246575335,0.0,0.0,2707.9602657534247
2024-01-08,S001,P0011,72,72.0,0.0,0,175.0,10860.48,7602.335999999999,0.0,12.656095890410946,0.0,0.0,10847.82390410959
2024-01-09,S001,P0011,84,84.0,0.0,74,91.0,12670.56,8869.392,7813.512,6.581169863013692,50.0,0.0,4800.466830136986
2024-01-10,S001,P0011,43,43.0,0.0,74,48.0,6486.12,4540.284,7813.512,3.471386301369859,50.0,0.0,-1380.8633863013692
2024-01-11,S001,P0011,128,122.0,6.0,74,0.0,18402.48,12881.735999999999,7813.512,0.0,50.0,814.5360000000002,9724.431999999999
2024-01-12,S001,P0011,58,58.0,0.0,148,16.0,8748.72,6124.103999999999,15627.024,1.1571287671232864,50.0,0.0,-6929.461128767123
2024-01-13,S001,P0011,183,90.0,93.0,0,0.0,13575.6,9502.92,0.0,0.0,0.0,12625.308000000003,950.2919999999976
2024-01-14,S001,P0011,81,81.0,0.0,148,67.0,12218.04,8552.627999999999,15627.024,4.845476712328762,50.0,0.0,-3463.829476712328
2024-01-15,S001,P0011,76,67.0,9.0,0,0.0,10106.28,7074.396,0.0,0.0,0.0,1221.8040000000003,8884.476
2024-01-16,S001,P0011,50,50.0,0.0,148,98.0,7542.0,5279.4,15627.024,7.0874136986301295,50.0,0.0,-8142.111413698629
2024-01-17,S001,P0011,94,94.0,0.0,0,4.0,14178.960000000001,9925.271999999999,0.0,0.2892821917808216,0.0,0.0,14178.67071780822
2024-01-18,S001,P0011,86,86.0,0.0,148,66.0,12972.24,9080.568,15627.024,4.773156164383557,50.0,0.0,-2709.557156164383
2024-01-19,S001,P0011,69,66.0,3.0,0,0.0,9955.44,6968.808,0.0,0.0,0.0,407.2680000000001,9548.172
2024-01-20,S001,P0011,114,114.0,0.0,148,34.0,17195.760000000002,12037.032,15627.024,2.4588986301369835,50.0,0.0,1516.2771013698657
2024-01-21,S001,P0011,68,34.0,34.0,74,0.0,5128.56,3589.9919999999997,7813.512,0.0,50.0,4615.704000000001,-7350.656
2024-01-22,S001,P0011,100,100.0,0.0,0,48.0,15084.0,10558.8,0.0,3.471386301369859,0.0,0.0,15080.52861369863
2024-01-23,S001,P0011,145,122.0,23.0,74,0.0,18402.48,12881.735999999999,7813.512,0.0,50.0,3122.388000000001,7416.579999999998
2024-01-24,S001,P0011,40,0.0,40.0,148,0.0,0.0,0.0,15627.024,0.0,50.0,5430.240000000002,-21107.264000000003
2024-01-25,S001,P0011,92,74.0,18.0,0,0.0,11162.16,7813.512,0.0,0.0,0.0,2443.6080000000006,8718.552
2024-01-26,S001,P0011,106,106.0,0.0,148,42.0,15989.04,11192.328,15627.024,3.037463013698627,50.0,0.0,308.97853698630206
2024-01-27,S001,P0011,79,42.0,37.0,74,0.0,6335.28,4434.696,7813.512,0.0,50.0,5022.972000000001,-6551.204000000001
2024-01-28,S001,P0011,95,95.0,0.0,0,53.0,14329.800000000001,10030.859999999999,0.0,3.8329890410958862,0.0,0.0,14325.967010958906
2024-01-29,S001,P0011,65,65.0,0.0,74,62.0,9804.6,6863.219999999999,7813.512,4.483873972602734,50.0,0.0,1936.6041260273978
2024-01-30,S001,P0011,44,44.0,0.0,148,18.0,6636.96,4645.871999999999,15627.024,1.3017698630136971,50.0,0.0,-9041.365769863012
2023-10-31,S001,P0012,71,71.0,0.0,60,290.56736526946105,5818.45,4072.9149999999995,3441.8999999999996,11.416710211426444,50.0,0.0,2315.1332897885736
2023-11-01,S001,P0012,164,164.0,0.0,60,126.56736526946105,13439.800000000001,9407.859999999999,3441.8999999999996,4.972970485399057,50.0,0.0,9942.927029514602
2023-11-02,S001,P0012,115,115.0,0.0,180,71.56736526946105,9424.25,6596.974999999999,10325.699999999999,2.811960211426457,50.0,0.0,-954.2619602114246
2023-11-03,S001,P0012,103,103.0,0.0,120,28.56736526946105,8440.85,5908.594999999999,6883.799999999999,1.1224430881387881,50.0,0.0,1505.9275569118627
2023-11-04,S001,P0012,156,156.0,0.0,120,52.56736526946105,12784.2,8948.939999999999,6883.799999999999,2.0654293895086497,50.0,0.0,5848.334570610493
2023-11-05,S001,P0012,107,107.0,0.0,120,65.56736526946105,8768.65,6138.054999999999,6883.799999999999,2.576213636083992,50.0,0.0,1832.2737863639168
2023-11-06,S001,P0012,123,123.0,0.0,120,62.56736526946105,10079.85,7055.8949999999995,6883.799999999999,2.458340348412759,50.0,0.0,3143.591659651588
2023-11-07,S001,P0012,133,133.0,0.0,120,49.56736526946105,10899.35,7629.544999999999,6883.799999999999,1.9475561018374172,50.0,0.0,3963.602443898164
2023-11-08,S001,P0012,133,133.0,0.0,120,36.56736526946105,10899.35,7629.544999999999,6883.799999999999,1.4367718552620754,50.0,0.0,3964.113228144739
2023-11-09,S001,P0012,148,148.0,0.0,0,8.56736526946105,12128.6,8490.019999999999,0.0,0.33662117033057015,0.0,0.0,12128.26337882967
2023-11-10,S001,P0012,172,128.56736526946105,43.43263473053895,241,0.0,10536.095583832333,7375.266908682633,13824.964999999998,0.0,50.0,3203.3739745509015,-6542.243390718568
2023-11-11,S001,P0012,100,0.0,100.0,180,0.0,0.0,0.0,10325.699999999999,0.0,50.0,7375.500000000003,-17751.2
2023-11-12,S001,P0012,130,130.0,0.0,60,111.0,10653.5,7457.449999999999,3441.8999999999996,4.36131164383561,50.0,0.0,7157.238688356165
2023-11-13,S001,P0012,85,85.0,0.0,60,206.0,6965.75,4876.025,3441.8999999999996,8.093965753424646,50.0,0.0,3465.756034246576
2023-11-14,S001,P0012,76,76.0,0.0,120,190.0,6228.2,4359.74,6883.799999999999,7.4653082191780715,50.0,0.0,-713.0653082191775
2023-11-15,S001,P0012,129,129.0,0.0,60,121.0,10571.550000000001,7400.084999999999,3441.8999999999996,4.754222602739719,50.0,0.0,7074.895777397262
2023-11-16,S001,P0012,173,173.0,0.0,120,68.0,14177.35,9924.144999999999,6883.799999999999,2.6717945205479414,50.0,0.0,7240.878205479453
2023-11-17,S001,P0012,148,128.0,20.0,180,0.0,10489.6,7342.719999999999,10325.699999999999,0.0,50.0,1475.1000000000004,-1361.199999999999
2023-11-18,S001,P0012,155,120.0,35.0,120,0.0,9834.0,6883.799999999999,6883.799999999999,0.0,50.0,2581.4250000000006,318.77499999999964
2023-11-19,S001,P0012,193,180.0,13.0,120,0.0,14751.0,10325.699999999999,6883.799999999999,0.0,50.0,958.8150000000003,6858.385
2023-11-20,S001,P0012,127,120.0,7.0,180,0.0,9834.0,6883.799999999999,10325.699999999999,0.0,50.0,516.2850000000002,-1057.9849999999988
2023-11-21,S001,P0012,97,97.0,0.0,120,23.0,7949.150000000001,5564.405,6883.799999999999,0.9036952054794508,50.0,0.0,1014.4463047945219
2023-11-22,S001,P0012,59,59.0,0.0,120,144.0,4835.05,3384.535,6883.799999999999,5.65791780821917,50.0,0.0,-2104.4079178082184
2023-11-23,S001,P0012,142,142.0,0.0,60,122.0,11636.9,8145.829999999999,3441.8999999999996,4.7935136986301305,50.0,0.0,8140.206486301369
2023-11-24,S001,P0012,159,159.0,0.0,120,83.0,13030.050000000001,9121.035,6883.799999999999,3.261160958904105,50.0,0.0,6092.988839041098
2023-11-25,S001,P0012,169,143.0,26.0,180,0.0,11718.85,8203.195,10325.699999999999,0.0,50.0,1917.6300000000006,-574.4799999999996
2023-11-26,S001,P0012,145,120.0,25.0,120,0.0,9834.0,6883.799999999999,6883.799999999999,0.0,50.0,1843.8750000000007,1056.3250000000007
2023-11-27,S001,P0012,92,92.0,0.0,120,88.0,7539.400000000001,5277.58,6883.799999999999,3.4576164383561596,50.0,0.0,602.1423835616451
2023-11-28,S001,P0012,117,117.0,0.0,120,91.0,9588.15,6711.704999999999,6883.799999999999,3.575489726027392,50.0,0.0,2650.7745102739727
2023-11-29,S001,P0012,137,137.0,0.0,120,74.0,11227.15,7859.004999999999,6883.799999999999,2.907541095890407,50.0,0.0,4290.44245890411
2023-11-30,S001,P0012,117,117.0,0.0,120,77.0,9588.15,6711.704999999999,6883.799999999999,3.0254143835616394,50.0,0.0,2651.3245856164385
2023-12-01,S001,P0012,67,67.0,0.0,120,130.0,5490.650000000001,3843.4549999999995,6883.799999999999,5.107842465753417,50.0,0.0,-1448.2578424657522
2023-12-02,S001,P0012,137,137.0,0.0,60,113.0,11227.15,7859.004999999999,3441.8999999999996,4.439893835616432,50.0,0.0,7730.810106164383
2023-12-03,S001,P0012,162,162.0,0.0,120,71.0,13275.9,9293.13,6883.799999999999,2.789667808219174,50.0,0.0,6339.3103321917815
2023-12-04,S001,P0012,146,131.0,15.0,180,0.0,10735.45,7514.815,10325.699999999999,0.0,50.0,1106.3250000000003,-746.5749999999989
2023-12-05,S001,P0012,34,34.0,0.0,120,86.0,2786.3,1950.4099999999999,6883.799999999999,3.379034246575338,50.0,0.0,-4150.8790342465745
2023-12-06,S001,P0012,118,118.0,0.0,60,148.0,9670.1,6769.07,3441.8999999999996,5.815082191780814,50.0,0.0,6172.38491780822
2023-12-07,S001,P0012,176,176.0,0.0,120,92.0,14423.2,10096.24,6883.799999999999,3.6147808219178033,50.0,0.0,7485.785219178084
2023-12-08,S001,P0012,153,152.0,1.0,0,0.0,12456.4,8719.48,0.0,0.0,0.0,73.75500000000002,12382.645
2023-12-09,S001,P0012,159,120.0,39.0,241,0.0,9834.0,6883.799999999999,13824.964999999998,0.0,50.0,2876.445000000001,-6917.41
2023-12-10,S001,P0012,169,0.0,169.0,180,0.0,0.0,0.0,10325.699999999999,0.0,50.0,12464.595000000005,-22840.295000000006
2023-12-11,S001,P0012,116,116.0,0.0,60,125.0,9506.2,6654.339999999999,3441.8999999999996,4.911386986301363,50.0,0.0,6009.3886130137
2023-12-12,S001,P0012,89,89.0,0.0,60,216.0,7293.55,5105.485,3441.8999999999996,8.486876712328755,50.0,0.0,3793.1631232876716
2023-12-13,S001,P0012,107,107.0,0.0,120,169.0,8768.65,6138.054999999999,6883.799999999999,6.640195205479443,50.0,0.0,1828.209804794521
2023-12-14,S001,P0012,94,94.0,0.0,60,135.0,7703.3,5392.3099999999995,3441.8999999999996,5.304297945205472,50.0,0.0,4206.095702054795
2023-12-15,S001,P0012,124,124.0,0.0,120,131.0,10161.800000000001,7113.259999999999,6883.799999999999,5.1471335616438285,50.0,0.0,3222.8528664383584
2023-12-16,S001,P0012,112,112.0,0.0,120,79.0,9178.4,6424.879999999999,6883.799999999999,3.103996575342461,50.0,0.0,2241.496003424658
2023-12-17,S001,P0012,170,170.0,0.0,120,29.0,13931.5,9752.05,6883.799999999999,1.1394417808219162,50.0,0.0,6996.560558219179
2023-12-18,S001,P0012,170,149.0,21.0,0,0.0,12210.550000000001,8547.384999999998,0.0,0.0,0.0,1548.8550000000005,10661.695
2023-12-19,S001,P0012,239,120.0,119.0,241,0.0,9834.0,6883.799999999999,13824.964999999998,0.0,50.0,8776.845000000003,-12817.810000000001
